epoch,train_loss,val_auroc,val_auprc,val_f1,val_mcc,val_mrr,val_hit@1,val_hit@3,val_hit@5,val_brier,selected_threshold
31,0.4531049548061031,0.7553680570577309,0.3711188489136051,0.43263953608781197,0.29865024791327427,0.6472897289728973,0.46114611461146116,0.783978397839784,0.9351935193519352,0.17714419960975647,0.31000000000000005
32,0.4548586996117975,0.7535105985846109,0.3766945286830126,0.4286644951140065,0.29661312409419355,0.6437143714371437,0.45364536453645365,0.7842784278427842,0.936993699369937,0.18240179121494293,0.07
33,0.4514202858991684,0.7574737581768977,0.37512387327927044,0.43326195574589577,0.30634125627507347,0.6528452845284529,0.465946594659466,0.7908790879087909,0.9387938793879388,0.18169139325618744,0.05
34,0.4582306649654534,0.7520132751348942,0.3742715792297588,0.4300491066764183,0.29493363667337397,0.6422592259225923,0.45304530453045305,0.783078307830783,0.9384938493849385,0.17737224698066711,0.37000000000000005
35,0.4597108043303156,0.7528745223757299,0.3802291286330666,0.43261012491781725,0.29831134312513935,0.6446044604460445,0.45724572457245727,0.7806780678067807,0.9363936393639364,0.17925333976745605,0.4800000000000001
36,0.44680243142091547,0.7538002855191009,0.3641381260284788,0.43174532994362774,0.2972081008677114,0.64004900490049,0.44704470447044703,0.7866786678667866,0.9333933393339334,0.1796882152557373,0.4700000000000001
37,0.44309336345666533,0.753222315930963,0.3702958792756355,0.43666504144319845,0.3061090265557153,0.6444994499449945,0.459045904590459,0.7752775277527753,0.9345934593459346,0.17536209523677826,0.14
38,0.4419321108395886,0.7548507235962121,0.37169163888735546,0.43268691850689384,0.29862530986270575,0.6516201620162015,0.47014701470147013,0.7848784878487849,0.9336933693369337,0.1752079576253891,0.4600000000000001
39,0.44608647181729605,0.7543208956359182,0.3672839605615335,0.43287612053137486,0.2986370459965949,0.6466946694669468,0.45994599459945995,0.7863786378637864,0.9345934593459346,0.18570944666862488,0.4800000000000001
40,0.45007772696246007,0.7543382781122397,0.3658400148456003,0.42878500946875314,0.29403308693528857,0.6437793779377938,0.45664566456645667,0.7818781878187819,0.9360936093609361,0.1806640326976776,0.21000000000000002
41,0.4426174558651675,0.7505791443230732,0.3640839507581747,0.4303291618466716,0.2952607678667242,0.6393639363936393,0.44614461446144615,0.7851785178517852,0.9363936393639364,0.1829809695482254,0.3500000000000001
42,0.4370485882090915,0.751425862658273,0.36567799179984656,0.43155597131275336,0.29708749300895665,0.6404190419041903,0.44764476447644763,0.786978697869787,0.9342934293429342,0.1845318228006363,0.4000000000000001
43,0.43193193947433667,0.7559466117628864,0.38876965140913816,0.43226473629782836,0.2985132030595293,0.6501950195019504,0.465946594659466,0.7836783678367837,0.9384938493849385,0.17919641733169556,0.4900000000000001
44,0.4366782546802691,0.7497453345694605,0.35171966859539333,0.4165018366770274,0.29228554047418914,0.6455945594559456,0.45934593459345935,0.7854785478547854,0.9324932493249325,0.18223248422145844,0.6200000000000001
45,0.43221243456670433,0.7522343953567274,0.362616402044811,0.41332547169811323,0.293597336775537,0.6476397639763976,0.46234623462346236,0.7842784278427842,0.936993699369937,0.17779001593589783,0.6300000000000001
46,0.4341493862070096,0.7524084361631483,0.36139946750066415,0.43209723428004465,0.30112111182820495,0.6492249224922492,0.46444644464446444,0.783978397839784,0.936993699369937,0.1859772503376007,0.5700000000000001
47,0.4298107428535534,0.7524151875133508,0.3788173478296111,0.43327411432751595,0.29940078157571026,0.646939693969397,0.46114611461146116,0.7854785478547854,0.9348934893489349,0.1809566766023636,0.32000000000000006
48,0.4246523004428596,0.7542661196812751,0.3792992305140662,0.4317073170731707,0.2976996111452815,0.6474297429742973,0.46264626462646263,0.783978397839784,0.9321932193219322,0.1794854998588562,0.15000000000000002
49,0.42064698771306663,0.7528190352788654,0.3739248236065492,0.42096597145993414,0.2946968779639484,0.6444594459445944,0.45784578457845787,0.7803780378037803,0.9363936393639364,0.1814764440059662,0.6000000000000001
50,0.42146765597307,0.7540202445086992,0.3742429888167539,0.43486907524030494,0.30140198710321003,0.6487048704870487,0.46534653465346537,0.7797779777977798,0.9354935493549354,0.1838262975215912,0.4800000000000001
51,0.4246740724630417,0.758041735766736,0.39208849244537325,0.4252342985032872,0.30185490115420316,0.6541404140414041,0.474047404740474,0.7857785778577858,0.9324932493249325,0.17765606939792633,0.6100000000000001
52,0.43653611620520333,0.7523216318031443,0.37272715034985665,0.4316275167785235,0.29708118123754723,0.6438193819381938,0.45424542454245426,0.7848784878487849,0.931893189318932,0.1856023222208023,0.44000000000000006
53,0.44391900946380225,0.7547900964713933,0.38777569279875146,0.42527800379712505,0.2989004338260384,0.6464546454645465,0.4608460846084608,0.7827782778277828,0.931893189318932,0.17077329754829407,0.56
54,0.4286159836942223,0.7601337811548932,0.39674213780675693,0.4372275501307759,0.3045391966977335,0.6501400140014001,0.46474647464746477,0.7887788778877888,0.9336933693369337,0.17921079695224762,0.4600000000000001
55,0.420765351148168,0.7547833451211907,0.3895409811226363,0.43257053988002664,0.29836304573327416,0.6456145614561457,0.45634563456345634,0.7902790279027903,0.9342934293429342,0.17799514532089233,0.45000000000000007
56,0.42300508868922093,0.7510360577011798,0.3811027624871684,0.4321661848163615,0.29768341482072236,0.6407590759075906,0.45244524452445245,0.7803780378037803,0.9366936693669367,0.17778167128562927,0.36000000000000004
57,0.42783686632563356,0.7529565557815907,0.36926635443455214,0.4314932922806246,0.29682709769323395,0.6477747774777478,0.45994599459945995,0.7842784278427842,0.9396939693969397,0.17824441194534302,0.43000000000000005
58,0.4323212650551158,0.7473615048273505,0.35994762503903605,0.4257446808510638,0.2889017546349993,0.6416741674167417,0.45094509450945097,0.7791779177917791,0.93999399939994,0.1875535100698471,0.4100000000000001
59,0.4352559211907113,0.7534783271306429,0.37594691725660073,0.42793602725466073,0.2946953302406176,0.6485198519851985,0.46624662466246625,0.7791779177917791,0.9387938793879388,0.18028254806995392,0.07
60,0.4222824438742012,0.7609844422786113,0.3899173301660033,0.434973112925712,0.30288690676339936,0.653930393039304,0.4734473447344735,0.7881788178817882,0.9408940894089409,0.17741575837135315,0.16000000000000003
61,0.41897098748547257,0.7555013737197301,0.38545263767548166,0.43393217816519614,0.30013836619589335,0.6486748674867486,0.46324632463246324,0.7893789378937894,0.9384938493849385,0.1734195202589035,0.24000000000000005
62,0.4220181061963367,0.7549354845475548,0.39343951777410363,0.42887098554243464,0.29332980936429776,0.6504150415041503,0.46954695469546953,0.7770777077707771,0.9375937593759376,0.1717839241027832,0.3500000000000001
63,0.41845201895495127,0.7562771848742029,0.39225351109899015,0.4339329335998223,0.3001846243699022,0.6468746874687469,0.46564656465646564,0.7734773477347735,0.9366936693669367,0.17422235012054443,0.44000000000000006
64,0.4207608299270557,0.7586871558442974,0.3969888204706122,0.43630055296541254,0.30328688157657085,0.6495649564956494,0.4665466546654665,0.7785778577857786,0.9387938793879388,0.17485351860523224,0.3400000000000001
65,0.41261303956341594,0.7553634301323923,0.3877510031785887,0.43112467306015695,0.29627783951297343,0.6463146314631463,0.46144614461446143,0.7755775577557755,0.9390939093909391,0.18076549470424652,0.36000000000000004
66,0.41120153570630746,0.751653707224908,0.37710377955871716,0.4309652131308182,0.2976882643525426,0.6442044204420442,0.46294629462946296,0.7698769876987699,0.9366936693669367,0.18171407282352448,0.1
67,0.41847099828871953,0.748008932306372,0.3774979324223497,0.4258917922584842,0.28915769654032814,0.6423042304230424,0.46054605460546055,0.7728772877287728,0.933993399339934,0.1784268617630005,0.4000000000000001
68,0.4155831101593698,0.7526597754284879,0.38578209218398396,0.4290022921944746,0.29585897995125016,0.6433743374337434,0.45784578457845787,0.7803780378037803,0.933093309330933,0.173977792263031,0.4900000000000001
69,0.4141096803033428,0.7515966448129962,0.3783319135658687,0.4284385656711791,0.2928234892343192,0.6434693469346935,0.45784578457845787,0.7791779177917791,0.9324932493249325,0.18397580087184906,0.30000000000000004
70,0.4146078390300654,0.753208480163948,0.38370794667116065,0.43155852554429835,0.29684418116708156,0.6420742074207422,0.45484548454845486,0.774077407740774,0.9336933693369337,0.18066523969173431,0.39000000000000007
71,0.40987919660130884,0.7549440632632118,0.3847634840980608,0.4303550103137553,0.2952203442833034,0.647084708470847,0.46384638463846384,0.774077407740774,0.9333933393339334,0.16996298730373383,0.27
